"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"8600000US60004","ZCTA5 60004","50974","682","43525","927","640","194","38","27","4702","578","25","27","1316","510","728","216","80","106","648","191",
"8600000US60005","ZCTA5 60005","29936","736","25626","884","577","204","60","74","2415","496","0","20","564","370","694","256","171","167","523","199",
"8600000US60007","ZCTA5 60007","33733","161","27578","947","318","150","16","27","3553","630","13","21","1549","683","706","262","207","186","499","185",
"8600000US60008","ZCTA5 60008","22023","572","15290","837","1209","471","74","83","1810","497","180","189","3191","848","269","177","14","18","255","175",
"8600000US60010","ZCTA5 60010","44930","870","38758","1185","345","159","24","19","4622","570","0","23","653","504","528","181","89","79","439","154",
"8600000US60015","ZCTA5 60015","27388","425","24916","474","270","143","30","27","1725","471","0","20","132","81","315","129","37","43","278","126",
"8600000US60016","ZCTA5 60016","59726","863","39663","1258","2225","540","220","115","13735","1196","10","15","2688","672","1185","328","290","190","895","285",
"8600000US60018","ZCTA5 60018","30519","816","22112","1037","734","275","80","109","3040","415","11","17","4050","826","492","192","52","40","440","188",
"8600000US60022","ZCTA5 60022","8503","111","7975","220","142","129","0","15","278","133","0","15","6","11","102","76","17","27","85","71",
"8600000US60025","ZCTA5 60025","39928","1064","32810","880","501","230","109","93","5325","629","0","23","383","197","800","221","76","49","724","217",
"8600000US60026","ZCTA5 60026","14427","723","11180","823","167","112","0","17","2833","564","0","17","46","42","201","103","0","17","201","103",
"8600000US60029","ZCTA5 60029","531","102","509","106","2","5","0","11","20","19","0","11","0","11","0","11","0","11","0","11",
"8600000US60043","ZCTA5 60043","2613","158","2450","164","16","24","0","11","93","55","0","11","0","11","54","40","0","11","54","40",
"8600000US60053","ZCTA5 60053","23413","102","14589","620","788","495","0","20","7016","448","0","20","685","423","335","162","135","122","200","102",
"8600000US60056","ZCTA5 60056","55366","352","40965","1569","1502","492","96","90","6889","833","32","38","4734","1106","1148","401","158","201","990","336",
"8600000US60062","ZCTA5 60062","40631","503","33148","815","603","271","23","33","5884","550","0","23","223","122","750","281","33","38","717","273",
"8600000US60067","ZCTA5 60067","37998","876","30452","1024","733","292","47","53","5036","710","34","52","800","370","896","271","159","108","737","261",
"8600000US60068","ZCTA5 60068","37567","323","34399","702","178","102","7","11","1701","402","92","141","456","281","734","231","190","168","544","165",
"8600000US60070","ZCTA5 60070","16195","113","11721","693","185","130","36","33","1361","347","43","47","2721","626","128","115","95","109","33","32",
"8600000US60074","ZCTA5 60074","39541","828","25165","1331","1159","432","0","23","4171","691","0","23","7537","1104","1509","547","797","457","712","233",
"8600000US60076","ZCTA5 60076","32497","858","18991","828","2452","503","62","92","9017","697","0","23","526","243","1449","444","414","276","1035","341",
"8600000US60077","ZCTA5 60077","28281","783","17918","1081","1473","491","135","184","7388","735","0","20","523","223","844","350","78","61","766","350",
"8600000US60089","ZCTA5 60089","41642","113","31117","722","949","337","56","56","8104","615","0","23","705","190","711","245","65","62","646","226",
"8600000US60090","ZCTA5 60090","38045","103","24642","1174","829","348","169","147","5981","694","77","104","5640","978","707","247","162","101","545","233",
"8600000US60091","ZCTA5 60091","27304","164","22613","498","255","128","19","30","3693","423","5","8","86","56","633","197","20","23","613","194",
"8600000US60093","ZCTA5 60093","19204","397","17605","454","68","67","44","54","961","235","0","17","188","187","338","125","35","48","303","124",
"8600000US60103","ZCTA5 60103","42437","337","32864","1062","662","317","211","154","6340","814","14","21","1054","390","1292","611","739","596","553","198",
"8600000US60104","ZCTA5 60104","19010","151","2902","531","14316","478","53","90","192","124","0","17","1108","491","439","226","173","130","266","175",
"8600000US60107","ZCTA5 60107","40916","467","25286","1289","1322","402","180","163","5027","712","8","14","7688","1151","1405","350","556","237","849","260",
"8600000US60118","ZCTA5 60118","15705","479","13797","645","354","140","45","69","884","271","10","16","452","356","163","90","14","24","149","84",
