"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"8600000US60126","ZCTA5 60126","48928","477","42550","817","718","284","32","40","3071","517","9","15","420","192","2128","513","745","365","1383","353",
"8600000US60130","ZCTA5 60130","13808","55","7846","622","3810","511","73","101","781","251","0","19","551","279","747","369","302","235","445","243",
"8600000US60131","ZCTA5 60131","17711","70","11830","1115","83","54","93","97","817","366","0","19","2507","704","2381","1080","2137","1092","244","163",
"8600000US60133","ZCTA5 60133","37899","257","20079","1319","3012","728","90","68","6410","980","36","55","5016","1005","3256","1248","2034","1139","1222","549",
"8600000US60141","ZCTA5 60141","324","125","162","110","141","110","0","12","0","12","4","9","9","18","8","17","0","12","8","17",
"8600000US60153","ZCTA5 60153","23351","28","4053","829","14781","902","79","82","126","89","0","22","3238","950","1074","416","710","364","364","200",
"8600000US60154","ZCTA5 60154","16255","32","10929","650","3016","517","0","19","683","236","0","19","1057","401","570","297","393","293","177","89",
"8600000US60155","ZCTA5 60155","7677","25","1453","383","5627","438","0","17","218","226","0","17","19","30","360","257","61","81","299","246",
"8600000US60160","ZCTA5 60160","25357","652","12845","1379","1077","363","138","150","210","115","0","22","8407","1330","2680","1108","2489","1129","191","183",
"8600000US60162","ZCTA5 60162","7996","108","2628","531","3580","598","53","82","75","59","0","17","1456","575","204","116","88","97","116","75",
"8600000US60163","ZCTA5 60163","5079","20","2098","530","1326","305","20","33","139","108","44","68","769","328","683","741","644","738","39","62",
"8600000US60164","ZCTA5 60164","21120","737","13970","1157","580","191","176","176","662","302","0","22","4444","1001","1288","551","958","513","330","192",
"8600000US60165","ZCTA5 60165","4842","19","1954","476","107","100","0","12","88","85","0","12","2129","486","564","353","517","349","47","55",
"8600000US60169","ZCTA5 60169","33162","237","16810","1230","1894","541","98","107","8247","954","0","25","4438","822","1675","579","1002","546","673","235",
"8600000US60171","ZCTA5 60171","9957","45","8257","584","3","6","0","17","89","90","0","17","1522","595","86","84","49","70","37","41",
"8600000US60172","ZCTA5 60172","24097","460","19672","774","585","340","269","230","1691","473","8","14","316","160","1556","589","795","601","761","325",
"8600000US60173","ZCTA5 60173","12619","833","5367","536","787","392","49","53","5118","720","0","19","681","561","617","247","230","144","387","196",
"8600000US60176","ZCTA5 60176","11499","26","9059","816","139","131","0","19","937","451","0","19","1012","500","352","316","217","268","135","183",
"8600000US60192","ZCTA5 60192","15618","696","9483","730","192","120","11","19","4892","664","0","19","548","401","492","236","141","154","351","160",
"8600000US60193","ZCTA5 60193","38884","1519","28009","1357","1502","541","347","238","5521","771","0","25","1727","617","1778","663","967","607","811","444",
"8600000US60194","ZCTA5 60194","19314","1211","10407","734","1731","981","61","71","5288","674","0","19","1156","462","671","250","372","175","299","150",
"8600000US60195","ZCTA5 60195","4689","602","1651","364","261","201","0","12","2569","654","0","12","54","84","154","107","34","37","120","102",
"8600000US60201","ZCTA5 60201","41386","1438","27995","1183","5538","766","99","84","4564","659","0","25","819","278","2371","738","928","586","1443","369",
"8600000US60202","ZCTA5 60202","32593","1451","19854","1436","6665","1146","65","52","2275","606","0","25","1215","532","2519","1020","782","891","1737","521",
"8600000US60203","ZCTA5 60203","4248","479","3315","417","421","305","35","53","305","147","0","12","29","45","143","97","23","36","120","90",
"8600000US60301","ZCTA5 60301","2998","472","1783","341","477","191","0","12","326","195","0","12","266","208","146","112","0","12","146","112",
"8600000US60302","ZCTA5 60302","31568","835","20687","753","6389","801","111","96","1477","279","37","38","508","210","2359","533","453","213","1906","519",
"8600000US60304","ZCTA5 60304","17536","844","11953","669","2746","405","36","32","854","379","26","38","594","261","1327","329","402","182","925","271",
"8600000US60305","ZCTA5 60305","10883","22","9054","447","724","256","0","19","395","160","0","19","324","192","386","166","108","91","278","142",
"8600000US60402","ZCTA5 60402","62729","368","31661","2098","4296","790","163","92","1787","698","0","28","20630","2312","4192","1331","3176","1266","1016","435",
"8600000US60406","ZCTA5 60406","25849","1380","12991","1249","7965","1390","38","57","97","83","68","104","3917","1055","773","341","439","273","334","224",
"8600000US60409","ZCTA5 60409","36229","39","6943","1047","27776","1173","27","42","31","45","0","25","1168","558","284","167","198","153","86","62",
"8600000US60411","ZCTA5 60411","56862","548","16950","1384","29916","1628","36","43","184","127","0","28","7679","1174","2097","740","794","497","1303","506",
"8600000US60415","ZCTA5 60415","13945","137","10644","907","1070","395","14","30","310","299","0","19","741","434","1166","727","512","511","654","595",
"8600000US60419","ZCTA5 60419","22289","91","1070","350","20607","514","0","22","51","45","0","22","18","25","543","364","53","36","490","363",
"8600000US60422","ZCTA5 60422","9355","769","3282","527","5714","700","0","17","161","142","32","50","15","20","151","144","21","35","130","142",
"8600000US60423","ZCTA5 60423","31328","663","27070","832","1830","557","32","46","659","266","0","25","440","221","1297","561","300","246","997","469",
"8600000US60425","ZCTA5 60425","8965","486","1991","433","6480","739","3","6","26","35","0","17","92","77","373","394","11","15","362","394",
"8600000US60426","ZCTA5 60426","27863","1003","5437","1009","18867","1284","0","22","489","261","0","22","1578","542","1492","783","1015","727","477","250",
"8600000US60428","ZCTA5 60428","12067","338","2164","537","8939","732","26","44","93","125","0","19","621","489","224","166","69","111","155","114",
"8600000US60429","ZCTA5 60429","15393","1303","1600","349","13283","1335","66","61","50","66","0","19","133","130","261","206","119","168","142","131",
"8600000US60430","ZCTA5 60430","19728","1239","9328","765","9148","1185","0","19","477","323","29","43","193","103","553","204","49","46","504","201",
"8600000US60438","ZCTA5 60438","28291","377","12631","1031","12014","1083","239","247","788","847","0","22","824","385","1795","555","582","296","1213","455",
"8600000US60439","ZCTA5 60439","24697","676","22784","885","258","263","134","142","870","471","0","22","91","132","560","331","283","313","277","178",
"8600000US60443","ZCTA5 60443","21698","605","4442","783","16254","625","0","22","260","197","0","22","181","142","561","276","155","172","406","205",
"8600000US60445","ZCTA5 60445","25411","237","20270","997","1739","466","0","22","679","361","21","36","1298","494","1404","878","1130","888","274","153",
"8600000US60448","ZCTA5 60448","25878","793","24725","802","268","219","16","19","321","192","0","22","36","44","512","267","193","192","319","170",
"8600000US60452","ZCTA5 60452","27605","357","22076","966","1756","466","9","14","1382","391","0","22","1262","552","1120","701","685","699","435","205",
"8600000US60453","ZCTA5 60453","55515","136","43732","1372","3847","744","148","131","2334","678","6","11","3305","943","2143","769","708","311","1435","699",
"8600000US60455","ZCTA5 60455","15998","325","13275","682","608","277","0","19","803","365","0","19","632","335","680","293","364","252","316","145",
"8600000US60456","ZCTA5 60456","4216","16","3682","383","37","55","7","12","33","41","0","12","69","71","388","374","263","367","125","103",
"8600000US60457","ZCTA5 60457","13831","484","12522","596","552","337","50","59","139","122","15","30","256","152","297","271","170","237","127","91",
"8600000US60458","ZCTA5 60458","15318","636","9922","969","3061","625","44","57","695","494","0","19","727","529","869","509","686","494","183","119",
"8600000US60459","ZCTA5 60459","28447","45","20767","1034","928","352","135","136","641","288","0","22","3395","902","2581","979","2061","907","520","246",
"8600000US60461","ZCTA5 60461","4677","461","630","242","3896","553","0","12","69","76","0","12","10","15","72","80","1","4","71","79",
"8600000US60462","ZCTA5 60462","40067","1037","34178","1476","2044","766","0","25","1880","769","0","25","652","332","1313","922","1020","895","293","191",
"8600000US60463","ZCTA5 60463","14556","373","13551","517","268","101","62","72","184","88","4","9","123","86","364","312","286","300","78","81",
"8600000US60464","ZCTA5 60464","9625","394","8420","591","275","237","0","17","415","381","0","17","267","309","248","165","11","17","237","162",
"8600000US60465","ZCTA5 60465","17197","32","14995","540","929","264","14","23","445","290","0","19","80","73","734","380","361","284","373","245",
"8600000US60466","ZCTA5 60466","20856","552","5311","693","14282","737","17","27","90","72","0","22","618","348","538","238","82","78","456","230",
"8600000US60467","ZCTA5 60467","26056","1075","23057","1291","520","342","49","56","1556","559","27","44","478","305","369","208","175","158","194","124",
"8600000US60469","ZCTA5 60469","5482","473","3338","1047","416","270","77","157","58","60","0","17","1377","1004","216","214","69","84","147","195",
"8600000US60471","ZCTA5 60471","13875","458","1083","287","12188","605","7","12","41","63","0","19","203","194","353","223","44","62","309","216",
"8600000US60472","ZCTA5 60472","4968","354","340","213","4485","339","0","12","22","24","0","12","39","40","82","93","0","12","82","93",
"8600000US60473","ZCTA5 60473","22187","547","3507","637","17379","670","6","13","117","120","0","22","907","591","271","136","94","91","177","95",
"8600000US60475","ZCTA5 60475","9782","253","6995","624","1492","422","14","22","51","48","19","30","884","477","327","165","135","125","192","110",
"8600000US60476","ZCTA5 60476","2313","339","1678","250","491","167","0","12","18","24","0","12","87","74","39","35","5","9","34","27",
"8600000US60477","ZCTA5 60477","36843","916","30834","1159","2392","648","14","23","1034","435","31","47","1102","472","1436","596","1015","553","421","211",
"8600000US60478","ZCTA5 60478","16573","37","1338","644","14648","676","0","19","357","292","0","19","0","19","230","176","149","150","81","79",
"8600000US60480","ZCTA5 60480","5009","338","4661","413","175","146","0","17","76","64","0","17","0","17","97","79","19","31","78","63",
"8600000US60482","ZCTA5 60482","10732","109","8992","719","189","134","0","19","336","291","12","19","926","646","277","151","83","94","194","114",
"8600000US60487","ZCTA5 60487","26822","903","23120","1118","1262","490","0","22","1555","460","0","22","365","242","520","238","275","152","245","145",
"8600000US60501","ZCTA5 60501","11840","254","7004","847","1023","362","20","26","288","227","0","19","3130","654","375","278","375","278","0","19",
"8600000US60513","ZCTA5 60513","18537","301","15380","828","954","465","47","51","290","189","0","19","869","386","997","433","340","282","657","297",
"8600000US60521","ZCTA5 60521","18095","394","14501","607","246","156","11","17","2345","492","17","30","125","90","850","286","464","233","386","147",
"8600000US60523","ZCTA5 60523","9763","264","6555","435","222","159","0","17","2574","392","0","17","46","47","366","182","183","164","183","99",
"8600000US60525","ZCTA5 60525","30274","634","26365","744","1121","374","7","9","333","139","0","25","1171","424","1277","457","591","332","686","261",
"8600000US60526","ZCTA5 60526","13178","68","11593","397","618","231","5","8","333","162","0","19","333","189","296","141","171","111","125","87",
"8600000US60527","ZCTA5 60527","26800","803","20973","814","1199","451","0","22","3414","486","0","22","508","265","706","274","178","126","528","230",
"8600000US60534","ZCTA5 60534","10321","85","7056","822","404","198","0","19","240","204","0","19","1871","816","750","317","489","285","261","155",
"8600000US60546","ZCTA5 60546","15208","419","12344","785","830","356","134","142","353","133","0","19","482","224","1065","551","670","530","395","220",
"8600000US60558","ZCTA5 60558","13247","135","12632","314","151","129","63","75","138","96","0","19","8","12","255","155","66","91","189","128",
"8600000US60601","ZCTA5 60601","14513","2078","9512","1204","737","431","10","21","3528","1841","0","19","264","160","462","351","159","189","303","297",
"8600000US60602","ZCTA5 60602","1596","530","866","345","37","40","205","241","468","226","0","12","0","12","20","26","0","12","20","26",
"8600000US60603","ZCTA5 60603","1186","239","727","172","36","35","0","12","397","170","0","12","0","12","26","23","12","19","14","13",
"8600000US60604","ZCTA5 60604","729","251","517","197","72","91","0","12","127","77","0","12","3","4","10","15","0","12","10","15",
"8600000US60605","ZCTA5 60605","30950","2230","19154","1646","4313","792","61","71","5648","1238","0","25","623","472","1151","463","243","256","908","359",
"8600000US60606","ZCTA5 60606","3204","724","1926","412","50","82","0","12","1037","628","0","12","45","52","146","94","72","79","74","58",
"8600000US60607","ZCTA5 60607","30306","2118","17534","1773","3901","610","84","91","6452","797","17","23","740","531","1578","573","419","257","1159","478",
"8600000US60608","ZCTA5 60608","80011","3354","32876","2179","14159","1687","585","260","11366","1121","0","28","16883","1878","4142","845","2510","768","1632","377",
"8600000US60609","ZCTA5 60609","60551","2792","23555","1617","14663","1352","171","121","4338","565","33","36","14903","2257","2888","875","1700","724","1188","342",
"8600000US60610","ZCTA5 60610","40954","2005","29388","1738","5285","639","8","13","4169","850","8","11","322","142","1774","760","481","308","1293","610",
"8600000US60611","ZCTA5 60611","33937","1990","24293","1242","957","387","1","2","7101","1515","0","25","674","374","911","327","215","135","696","322",
"8600000US60612","ZCTA5 60612","32240","1402","9718","515","17578","1059","41","36","1554","291","0","25","1882","668","1467","392","513","274","954","249",
"8600000US60613","ZCTA5 60613","51399","2384","41169","2189","3222","712","11","18","3457","626","19","18","1055","395","2466","500","649","346","1817","379",
"8600000US60614","ZCTA5 60614","72391","2510","61016","2497","2799","584","16","18","5276","753","2","5","1218","307","2064","432","344","133","1720","379",
"8600000US60615","ZCTA5 60615","41198","2011","13041","966","21898","1502","17","17","3505","494","0","25","375","190","2362","497","516","295","1846","414",
"8600000US60616","ZCTA5 60616","52557","2393","16817","1146","12808","1161","295","208","20342","1844","0","28","1189","361","1106","281","210","132","896","234",
"8600000US60617","ZCTA5 60617","82101","3168","26361","1848","45681","2754","181","93","250","158","9","14","6722","1515","2897","1170","2323","1132","574","205",
"8600000US60618","ZCTA5 60618","94646","3613","66613","2456","2448","534","166","114","6307","875","145","99","10204","1527","8763","1583","4839","1398","3924","736",
"8600000US60619","ZCTA5 60619","61372","2820","809","281","58595","2897","19","22","173","132","1","4","447","232","1328","459","218","132","1110","436",
"8600000US60620","ZCTA5 60620","68761","3318","1255","338","65425","3277","42","40","255","178","0","28","1138","792","646","281","51","48","595","279",
"8600000US60621","ZCTA5 60621","26736","1655","727","304","24964","1623","108","102","131","99","0","22","340","264","466","312","69","93","397","260",
"8600000US60622","ZCTA5 60622","52957","2273","41028","1759","3088","526","10","12","2572","384","71","63","2493","585","3695","849","1381","489","2314","599",
"8600000US60623","ZCTA5 60623","77732","3196","25566","2043","22950","1800","564","335","213","147","16","25","23537","2233","4886","1690","4305","1695","581","223",
"8600000US60624","ZCTA5 60624","35054","1968","1795","432","30859","1828","19","28","48","43","30","44","1775","848","528","328","86","87","442","319",
"8600000US60625","ZCTA5 60625","78820","2673","48356","2136","3889","591","419","400","9386","1057","0","28","9603","1480","7167","1348","3437","962","3730","971",
"8600000US60626","ZCTA5 60626","51017","3127","27531","1589","13817","1875","77","64","3132","550","8","17","3773","1165","2679","790","968","655","1711","402",
"8600000US60628","ZCTA5 60628","65008","2936","2913","434","60369","2854","36","37","119","77","8","13","602","265","961","453","249","369","712","243",
"8600000US60629","ZCTA5 60629","107930","4064","44055","2631","19934","1516","601","387","757","330","3","8","34159","3376","8421","1999","7130","1979","1291","416",
"8600000US60630","ZCTA5 60630","55692","2575","37807","2218","1255","500","123","69","6932","1279","47","73","6150","1193","3378","773","1657","636","1721","419",
"8600000US60631","ZCTA5 60631","28864","1677","25209","1522","334","228","52","50","1131","536","0","22","810","375","1328","549","487","412","841","320",
"8600000US60632","ZCTA5 60632","86715","4257","42680","2771","1287","435","665","245","5825","774","108","118","29294","3082","6856","1929","6093","1853","763","301",
"8600000US60633","ZCTA5 60633","12720","1433","8008","1070","3278","829","0","19","13","20","0","19","937","372","484","301","454","303","30","33",
"8600000US60634","ZCTA5 60634","75604","2765","55349","2463","1862","585","562","343","4069","827","81","73","10147","1242","3534","1045","2251","1015","1283","405",
"8600000US60636","ZCTA5 60636","30039","1660","1585","471","25754","1315","16","18","24","27","0","25","2001","715","659","544","373","524","286","146",
"8600000US60637","ZCTA5 60637","46621","1991","7241","573","34984","1795","144","86","2281","390","0","25","581","396","1390","384","209","153","1181","353",
"8600000US60638","ZCTA5 60638","57057","2887","40426","2007","2093","585","551","355","321","121","42","63","8506","1255","5118","2146","4497","2143","621","278",
"8600000US60639","ZCTA5 60639","88515","3362","37629","2417","12907","1463","577","295","1345","675","31","37","29240","2216","6786","1634","5439","1558","1347","441",
"8600000US60640","ZCTA5 60640","69726","2387","44053","1813","11979","1265","401","234","7949","985","0","28","2268","662","3076","651","854","323","2222","514",
"8600000US60641","ZCTA5 60641","70163","2914","43469","2004","2020","517","218","185","3627","593","22","25","14096","1486","6711","1516","4148","1313","2563","659",
"8600000US60642","ZCTA5 60642","20191","1281","13935","860","1962","534","11","16","1722","465","0","22","993","402","1568","717","825","658","743","244",
"8600000US60643","ZCTA5 60643","48572","2128","11307","1276","34425","1806","80","78","207","110","11","19","296","193","2246","818","494","418","1752","669",
"8600000US60644","ZCTA5 60644","45919","3413","2852","665","39071","3211","9","12","172","149","36","38","2103","780","1676","1133","913","994","763","547",
"8600000US60645","ZCTA5 60645","46924","2784","25856","2342","6870","1093","77","120","7306","1302","2","4","3596","1001","3217","1195","1619","1039","1598","622",
"8600000US60646","ZCTA5 60646","29043","1706","24443","1436","190","139","7","17","2813","740","0","22","619","261","971","364","337","187","634","319",
"8600000US60647","ZCTA5 60647","85658","2345","63302","1922","4808","665","503","398","3471","449","46","43","6525","762","7003","1106","3676","878","3327","624",
"8600000US60649","ZCTA5 60649","47084","2626","1949","533","43842","2583","67","105","164","111","0","25","423","263","639","217","82","67","557","202",
"8600000US60651","ZCTA5 60651","63679","3661","12585","1843","34379","2999","282","186","210","101","0","28","13320","1982","2903","1177","1994","1129","909","357",
"8600000US60652","ZCTA5 60652","42296","2058","12429","1120","18790","1285","194","166","385","193","13","21","8063","1337","2422","969","1799","997","623","281",
"8600000US60653","ZCTA5 60653","33574","1795","2409","445","28917","1697","299","260","480","217","8","12","427","249","1034","343","296","243","738","206",
"8600000US60654","ZCTA5 60654","20812","1377","15727","1076","786","259","0","22","2652","438","0","22","616","454","1031","473","218","199","813","416",
"8600000US60655","ZCTA5 60655","27771","1342","24292","1176","1651","383","20","31","380","241","0","22","441","292","987","650","589","594","398","216",
"8600000US60656","ZCTA5 60656","28982","1715","23186","1521","983","869","11","17","2804","738","19","30","902","300","1077","399","387","200","690","348",
"8600000US60657","ZCTA5 60657","70489","2566","59125","2341","2354","559","63","51","4989","576","105","115","830","378","3023","429","804","267","2219","386",
"8600000US60659","ZCTA5 60659","43843","2952","22702","2308","3717","1066","540","346","11526","1797","15","24","1990","874","3353","1039","1090","578","2263","924",
"8600000US60660","ZCTA5 60660","45131","2391","27118","1551","6638","1226","89","55","6518","801","14","28","1584","484","3170","1314","1561","1128","1609","452",
"8600000US60661","ZCTA5 60661","10734","1006","6738","825","322","139","0","19","2977","554","0","19","150","170","547","289","223","261","324","145",
"8600000US60706","ZCTA5 60706","22804","534","19484","961","240","124","13","19","1610","548","15","25","744","477","698","311","413","262","285","151",
"8600000US60707","ZCTA5 60707","42434","1395","28510","1876","2882","614","138","109","1404","479","0","25","6890","1653","2610","962","2049","941","561","279",
"8600000US60712","ZCTA5 60712","12338","28","8336","579","202","146","17","28","3309","451","0","19","19","24","455","272","62","47","393","267",
"8600000US60714","ZCTA5 60714","29429","327","21100","896","874","369","71","54","5466","822","16","24","458","223","1444","673","860","627","584","277",
"8600000US60803","ZCTA5 60803","22447","427","15355","948","4531","822","55","59","382","179","0","22","1283","672","841","348","383","237","458","256",
"8600000US60804","ZCTA5 60804","81505","67","25662","1972","3090","1096","316","239","516","291","8","11","46357","2439","5556","1481","5384","1481","172","97",
"8600000US60805","ZCTA5 60805","19290","44","12383","731","5357","705","30","33","216","229","0","19","657","274","647","338","393","306","254","142",
"8600000US60827","ZCTA5 60827","28327","1029","1641","645","25448","1457","43","60","2","5","0","22","175","143","1018","891","99","86","919","820",
