"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"8600000US60004","ZCTA5 60004","49787","819","44261","970","694","309","21","44","3665","681","0","89","411","236","735","266","120","82","615","238",
"8600000US60005","ZCTA5 60005","30147","837","24036","996","773","355","158","257","2823","562","0","89","1866","776","491","203","57","57","434","193",
"8600000US60007","ZCTA5 60007","33868","476","27224","766","321","171","96","94","3298","487","0","89","2249","625","680","267","175","130","505","218",
"8600000US60008","ZCTA5 60008","22138","438","16666","729","676","339","25","100","1443","440","0","89","2964","671","364","170","203","143","161","101",
"8600000US60010","ZCTA5 60010","44464","962","39661","1174","149","98","18","24","3652","778","0","89","370","206","614","255","106","101","508","247",
"8600000US60015","ZCTA5 60015","26905","436","24986","540","217","114","37","57","1245","339","0","89","93","57","327","172","27","34","300","170",
"8600000US60016","ZCTA5 60016","60346","1012","41786","1316","1459","414","53","64","13055","1179","16","27","3361","764","616","241","228","197","388","155",
"8600000US60018","ZCTA5 60018","28630","1041","19695","1169","628","335","70","81","2926","497","38","66","5044","1161","229","140","118","112","111","68",
"8600000US60022","ZCTA5 60022","8021","208","7455","276","116","90","29","45","225","173","22","35","71","65","103","101","0","89","103","101",
"8600000US60025","ZCTA5 60025","38257","906","30987","909","506","246","30","30","5945","683","0","89","310","183","479","166","48","39","431","168",
"8600000US60026","ZCTA5 60026","13316","697","9936","710","463","312","0","89","2532","554","0","89","116","115","269","202","98","115","171","153",
"8600000US60029","ZCTA5 60029","528","148","455","116","12","19","0","89","7","8","0","89","16","24","38","43","0","89","38","43",
"8600000US60043","ZCTA5 60043","2565","165","2515","163","17","14","0","89","28","19","0","89","0","89","5","8","0","89","5","8",
"8600000US60053","ZCTA5 60053","23070","108","15066","627","131","82","55","62","6324","523","50","89","456","289","988","397","100","82","888","389",
"8600000US60056","ZCTA5 60056","55052","348","41260","1267","1118","469","112","110","6630","776","0","89","4798","1141","1134","524","49","66","1085","536",
"8600000US60062","ZCTA5 60062","39723","773","32661","987","737","316","0","89","5719","739","28","45","288","279","290","155","0","89","290","155",
"8600000US60067","ZCTA5 60067","37892","931","32092","994","655","352","29","46","4087","610","0","89","463","297","566","209","27","42","539","201",
"8600000US60068","ZCTA5 60068","37272","265","34880","661","321","199","15","18","1285","426","0","89","433","294","338","147","12","17","326","145",
"8600000US60070","ZCTA5 60070","15939","206","13458","687","220","145","0","89","935","274","0","89","1114","621","212","195","44","69","168","179",
"8600000US60074","ZCTA5 60074","38477","1107","30073","1346","1481","556","0","89","3984","674","0","89","2151","889","788","362","334","240","454","213",
"8600000US60076","ZCTA5 60076","33337","935","21663","999","2630","516","8","18","7665","816","0","89","686","333","685","275","135","127","550","257",
"8600000US60077","ZCTA5 60077","26316","840","16469","816","1446","580","27","26","7605","881","0","89","342","212","427","190","29","35","398","199",
"8600000US60089","ZCTA5 60089","41705","78","33619","695","279","160","49","51","6363","631","0","89","509","241","886","294","135","89","751","275",
"8600000US60090","ZCTA5 60090","37257","65","28083","1022","629","259","60","70","4803","704","0","89","3084","842","598","211","242","155","356","151",
"8600000US60091","ZCTA5 60091","27008","70","23452","454","161","83","13","23","2920","417","0","89","63","58","399","180","110","88","289","155",
"8600000US60093","ZCTA5 60093","19228","370","17440","611","46","69","44","51","860","454","0","89","400","214","438","180","96","105","342","165",
"8600000US60103","ZCTA5 60103","41252","297","32708","1001","1261","685","0","89","5345","758","0","89","1281","503","657","248","238","180","419","228",
"8600000US60104","ZCTA5 60104","19096","46","1918","393","14427","457","0","89","62","92","23","33","2360","605","306","157","88","97","218","117",
"8600000US60107","ZCTA5 60107","40007","495","23121","1197","1193","464","209","209","7495","749","0","89","7484","1425","505","185","30","34","475","176",
"8600000US60118","ZCTA5 60118","15700","477","14152","638","468","281","0","89","851","273","0","89","14","23","215","114","78","87","137","71",
"8600000US60120","ZCTA5 60120","50682","1165","29139","1711","3090","531","21","29","2855","584","12","18","14623","1757","942","371","277","158","665","321",
"8600000US60126","ZCTA5 60126","45842","362","41026","848","742","304","39","37","2619","642","13","19","779","314","624","213","206","150","418","152",
"8600000US60130","ZCTA5 60130","14245","39","7677","658","4955","542","11","17","715","257","0","89","439","283","448","219","280","222","168","84",
"8600000US60131","ZCTA5 60131","17941","303","13094","825","99","64","94","124","619","353","0","89","3923","845","112","91","27","42","85","80",
"8600000US60133","ZCTA5 60133","38022","157","19880","1369","3091","782","11","14","6473","851","25","37","7781","1149","761","426","307","332","454","291",
"8600000US60141","ZCTA5 60141","257","152","185","161","64","40","0","89","0","89","0","89","8","12","0","89","0","89","0","89",
"8600000US60153","ZCTA5 60153","24302","137","2665","580","18484","674","12","41","65","73","42","63","2842","622","192","113","40","34","152","106",
"8600000US60154","ZCTA5 60154","16637","49","11486","654","2788","523","18","27","788","268","0","89","1412","430","145","86","59","65","86","51",
"8600000US60155","ZCTA5 60155","7928","28","1450","346","5811","453","13","21","116","136","0","89","443","371","95","98","22","39","73","80",
"8600000US60160","ZCTA5 60160","25025","94","13903","1161","1336","338","6","11","385","201","0","89","9070","1106","325","186","192","167","133","96",
"8600000US60162","ZCTA5 60162","8106","30","2684","619","3382","400","0","89","330","222","0","89","1478","658","232","156","67","85","165","131",
"8600000US60163","ZCTA5 60163","5186","32","2408","428","1274","221","0","89","187","122","0","89","1265","462","52","57","0","89","52","57",
"8600000US60164","ZCTA5 60164","22162","487","15519","995","443","193","76","91","556","244","12","26","5117","931","439","160","83","71","356","143",
"8600000US60165","ZCTA5 60165","4934","24","2421","442","46","43","115","183","74","64","0","89","2153","430","125","105","55","77","70","82",
"8600000US60169","ZCTA5 60169","33807","133","18694","1252","2085","462","40","39","7893","1020","0","89","4743","1077","352","155","102","83","250","133",
"8600000US60171","ZCTA5 60171","10414","263","8591","494","103","110","40","54","476","254","0","89","1032","441","172","88","112","73","60","56",
"8600000US60172","ZCTA5 60172","24192","405","20772","822","821","607","137","133","2102","518","0","89","170","164","190","132","42","52","148","122",
"8600000US60173","ZCTA5 60173","11990","638","6643","600","428","195","0","89","3936","576","0","89","518","373","465","279","177","167","288","230",
"8600000US60176","ZCTA5 60176","11736","60","9174","808","283","213","0","89","1074","549","0","89","839","452","366","300","254","234","112","147",
"8600000US60192","ZCTA5 60192","16119","514","11751","662","73","91","0","89","3865","544","0","89","69","78","361","237","46","52","315","230",
"8600000US60193","ZCTA5 60193","39973","1026","31748","1091","1257","480","39","47","4597","603","0","89","1245","450","1087","322","87","70","1000","319",
