"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"8600000US60004","ZCTA5 60004","49957","841","43300","936","832","271","31","47","4108","656","0","24","995","427","691","235","66","75","625","227",
"8600000US60005","ZCTA5 60005","30931","711","25296","774","623","275","162","218","2549","575","0","24","1634","542","667","245","106","118","561","207",
"8600000US60007","ZCTA5 60007","33973","388","27616","791","339","190","96","105","3059","472","23","36","2097","672","743","295","208","173","535","219",
"8600000US60008","ZCTA5 60008","22302","460","15690","944","896","432","59","130","1717","422","0","21","3683","818","257","123","106","87","151","94",
"8600000US60010","ZCTA5 60010","44031","908","39139","871","221","127","27","28","3811","603","0","24","144","105","689","300","131","117","558","273",
"8600000US60015","ZCTA5 60015","27218","490","25193","625","209","119","22","26","1387","313","0","21","98","54","309","126","44","60","265","111",
"8600000US60016","ZCTA5 60016","60794","890","41051","1174","1802","430","86","61","13817","1027","16","29","3193","935","829","297","248","189","581","222",
"8600000US60018","ZCTA5 60018","28749","933","20610","995","367","175","93","121","3038","508","23","39","4165","857","453","264","231","209","222","127",
"8600000US60022","ZCTA5 60022","8327","137","7786","271","94","79","0","16","300","179","0","16","34","42","113","95","21","32","92","91",
"8600000US60025","ZCTA5 60025","38667","870","31831","855","476","158","114","84","5394","648","0","24","283","165","569","180","28","28","541","174",
"8600000US60026","ZCTA5 60026","13869","734","10841","739","292","177","0","18","2397","585","0","18","106","106","233","168","92","108","141","127",
"8600000US60029","ZCTA5 60029","435","86","388","73","8","11","0","11","16","17","0","11","0","11","23","25","0","11","23","25",
"8600000US60043","ZCTA5 60043","2786","185","2708","186","18","15","0","11","33","24","0","11","0","11","27","20","0","11","27","20",
"8600000US60053","ZCTA5 60053","23341","43","14803","555","304","140","52","57","6657","554","56","93","564","367","905","374","96","78","809","353",
"8600000US60056","ZCTA5 60056","55611","382","41357","1427","1144","342","110","105","6565","761","13","22","5557","1369","865","380","49","70","816","371",
"8600000US60062","ZCTA5 60062","40095","492","33010","763","647","282","0","24","5550","646","0","24","290","195","598","247","0","24","598","247",
