"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"8600000US60004","ZCTA5 60004","49650","942","43487","1106","899","291","31","45","3848","700","0","24","761","351","624","232","74","67","550","227",
"8600000US60005","ZCTA5 60005","30490","877","24826","815","850","335","163","226","2379","489","0","24","1638","514","634","221","61","63","573","219",
"8600000US60007","ZCTA5 60007","33837","440","27702","649","429","228","122","109","2969","403","28","45","1914","595","673","262","157","139","516","207",
"8600000US60008","ZCTA5 60008","22379","486","15969","954","686","312","90","140","1765","456","0","21","3599","917","270","145","130","96","140","92",
"8600000US60010","ZCTA5 60010","44209","906","38903","1013","208","134","19","27","4050","605","0","24","357","201","672","264","172","132","500","232",
"8600000US60015","ZCTA5 60015","27218","423","25141","542","229","139","53","76","1361","305","0","21","93","59","341","154","45","62","296","151",
"8600000US60016","ZCTA5 60016","60437","752","41498","1311","1464","447","54","67","13443","1243","26","43","3207","769","745","268","248","206","497","184",
"8600000US60018","ZCTA5 60018","28957","849","20725","1012","424","207","123","121","2970","460","28","46","4203","941","484","236","240","237","244","126",
"8600000US60022","ZCTA5 60022","8213","176","7720","286","104","96","0","16","264","179","0","16","35","41","90","82","0","16","90","82",
"8600000US60025","ZCTA5 60025","38689","731","31578","763","469","200","66","49","5733","662","0","24","237","172","606","172","48","39","558","167",
"8600000US60026","ZCTA5 60026","13382","711","11040","790","325","218","0","18","1707","464","0","18","113","115","197","171","112","133","85","97",
"8600000US60029","ZCTA5 60029","567","163","488","126","9","16","0","11","12","14","0","11","23","35","35","42","0","11","35","42",
"8600000US60043","ZCTA5 60043","2669","120","2614","126","16","14","0","11","33","25","0","11","0","11","6","11","0","11","6","11",
"8600000US60053","ZCTA5 60053","23194","54","14767","755","231","121","63","76","6711","617","70","101","399","276","953","392","91","82","862","374",
"8600000US60056","ZCTA5 60056","55153","380","41223","1279","974","299","126","117","6527","787","0","27","5313","1114","990","436","50","69","940","430",
"8600000US60062","ZCTA5 60062","40092","581","32656","925","793","384","0","24","5917","657","0","24","331","230","395","214","0","24","395","214",
