"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"8600000US60004","ZCTA5 60004","50941","871","43436","1028","508","167","29","24","4497","529","26","31","1532","521","913","281","130","124","783","263",
"8600000US60005","ZCTA5 60005","30148","977","25015","1101","843","394","53","75","2665","469","0","23","942","434","630","269","226","198","404","194",
"8600000US60007","ZCTA5 60007","33691","191","27540","836","338","151","20","31","3725","583","30","48","1182","481","856","298","276","222","580","236",
"8600000US60008","ZCTA5 60008","21930","566","15339","998","978","414","93","104","1794","429","118","154","3245","898","363","204","16","17","347","202",
"8600000US60010","ZCTA5 60010","45680","770","38983","1004","359","138","24","19","5180","556","0","23","590","429","544","171","25","22","519","168",
"8600000US60015","ZCTA5 60015","27357","421","24752","545","241","133","25","26","1902","542","0","20","141","77","296","134","14","16","282","132",
"8600000US60016","ZCTA5 60016","59255","893","38454","1421","2544","569","230","99","14106","1007","44","48","2767","727","1110","325","288","160","822","295",
"8600000US60018","ZCTA5 60018","30955","996","22678","1056","661","311","46","74","3040","399","11","16","3892","889","627","215","67","48","560","213",
"8600000US60022","ZCTA5 60022","8563","115","7995","245","162","155","0","15","305","146","0","15","6","9","95","66","24","42","71","67",
"8600000US60025","ZCTA5 60025","41054","948","34002","956","531","218","79","84","5310","531","0","23","350","186","782","176","85","46","697","168",
"8600000US60026","ZCTA5 60026","14297","762","10656","684","164","125","0","17","3126","541","0","17","65","61","286","137","39","62","247","112",
"8600000US60029","ZCTA5 60029","521","99","473","95","2","4","0","11","46","34","0","11","0","11","0","11","0","11","0","11",
"8600000US60043","ZCTA5 60043","2547","153","2384","167","16","26","0","11","92","60","0","11","0","11","55","40","0","11","55","40",
"8600000US60053","ZCTA5 60053","23391","46","14761","679","794","455","0","20","6943","422","0","20","573","368","320","126","87","105","233","101",
"8600000US60056","ZCTA5 60056","55221","427","42047","1295","1325","530","93","79","6918","685","34","39","3670","938","1134","376","230","179","904","362",
